estimator,min_score,mean_score,max_score,std_score,max_depth,n_estimators,learning_rate,C,gamma,kernel,coef0,degree,n_neighbors,weights,alpha,l1_ratio,loss,penalty
SGDClassifier,0.625,0.7622802197802198,0.8571428571428571,0.07423635717971484,,,,,,,,,,,0.0001,1,log,elasticnet
SGDClassifier,0.5882352941176471,0.7620586276468629,0.923076923076923,0.09543009528069617,,,,,,,,,,,0.0001,0.99,hinge,elasticnet
SGDClassifier,0.6153846153846154,0.761437728937729,0.8571428571428571,0.07906165588519265,,,,,,,,,,,0.0001,0.9,hinge,elasticnet
SGDClassifier,0.6666666666666666,0.7595464339581987,0.8571428571428571,0.061155680719979746,,,,,,,,,,,0.0001,1,hinge,l1
SGDClassifier,0.6666666666666666,0.7591596638655462,0.8571428571428571,0.05833255822822778,,,,,,,,,,,0.0001,0.99,log,l1
XGB,0.28571428571428575,0.7578021978021978,0.923076923076923,0.16881947387477375,3,,0.001,,0.1,,,,,,,,,
XGB,0.28571428571428575,0.7578021978021978,0.923076923076923,0.16881947387477375,3,,0.001,,0,,,,,,,,,
XGB,0.28571428571428575,0.7578021978021978,0.923076923076923,0.16881947387477375,3,,0.001,,0.01,,,,,,,,,
XGB,0.28571428571428575,0.7578021978021978,0.923076923076923,0.16881947387477375,3,,0.001,,0.001,,,,,,,,,
kNN,0.5714285714285715,0.7526723276723277,0.923076923076923,0.0951723781338613,,,,,,,,,20,distance,,,,
XGB,0.28571428571428575,0.7456809856809857,0.923076923076923,0.17897395066961116,3,,0.001,,0.5,,,,,,,,,
AdaBoostClassifier,0.5,0.7437362637362637,0.923076923076923,0.12962398542701112,,16,0.001,,,,,,,,,,,
SGDClassifier,0.625,0.7401556776556777,0.8571428571428571,0.05924110450648749,,,,,,,,,,,0.0001,0.1,log,l1
SGDClassifier,0.5333333333333333,0.7384820081878904,0.8571428571428571,0.08583256699449862,,,,,,,,,,,0.0001,0.1,hinge,l1
AdaBoostClassifier,0.5,0.7381535131535132,0.923076923076923,0.13957252256547223,,16,0.05,,,,,,,,,,,
RandomForestClassifier,0.2,0.7282772782772784,0.923076923076923,0.23310481129449526,3,8,,,,,,,,,,,,
SVC,0.4444444444444444,0.7254928404928405,0.888888888888889,0.12920906480155403,,,,10,0.0001,rbf,,,,,,,,
RandomForestClassifier,0.2857142857142857,0.7125918525918526,1.0,0.2366867172827505,20,8,,,,,,,,,,,,
SVC,0.4444444444444444,0.708069153069153,0.923076923076923,0.17065256412728871,,,,1,0.001,rbf,,,,,,,,
kNN,0.2222222222222222,0.6458608058608059,0.8000000000000002,0.18128899828157066,,,,,,,,,8,uniform,,,,
kNN,0.4444444444444444,0.6401387501387501,0.8571428571428571,0.12463454507710538,,,,,,,,,20,uniform,,,,
SGDClassifier,0.25,0.6034850606909431,0.8,0.15636151846091503,,,,,,,,,,,1,0.1,log,elasticnet
kNN,0.25,0.5885930735930736,0.8571428571428571,0.1640686943872964,,,,,,,,,40,uniform,,,,
SGDClassifier,0.25,0.5727131202131203,0.8571428571428571,0.18607207845349857,,,,,,,,,,,0.5,0.5,hinge,elasticnet
SGDClassifier,0.0,0.5325980392156863,0.7058823529411764,0.26813557460849297,,,,,,,,,,,1,0.95,log,l1
SGDClassifier,0.0,0.47401960784313724,0.7058823529411764,0.3117415825683052,,,,,,,,,,,0.5,0.5,log,elasticnet
SGDClassifier,0.0,0.4698529411764706,0.7058823529411764,0.3094085844725849,,,,,,,,,,,0.5,0.95,log,l1
SGDClassifier,0.0,0.4659313725490196,0.7058823529411764,0.30662822664778044,,,,,,,,,,,1,0.99,hinge,l1
SGDClassifier,0.0,0.4659313725490196,0.7058823529411764,0.30662822664778044,,,,,,,,,,,1,0.99,log,elasticnet
SGDClassifier,0.0,0.46200980392156865,0.7058823529411764,0.3037718044980424,,,,,,,,,,,1,0.5,log,l1
SGDClassifier,0.0,0.4034313725490196,0.7058823529411764,0.3305957364301452,,,,,,,,,,,0.5,1,log,l1
SGDClassifier,0.0,0.4034313725490196,0.7058823529411764,0.3305957364301452,,,,,,,,,,,1,0.5,log,elasticnet
SGDClassifier,0.0,0.4034313725490196,0.7058823529411764,0.3305957364301452,,,,,,,,,,,0.5,0.9,log,l1
SGDClassifier,0.0,0.4034313725490196,0.7058823529411764,0.3305957364301452,,,,,,,,,,,1,1,log,elasticnet
SGDClassifier,0.0,0.39950980392156865,0.7058823529411764,0.3271999154923378,,,,,,,,,,,0.5,0.1,hinge,l1
GradientBoostingClassifier,0.0,0.39666666666666667,0.8,0.3276430985081175,,8,0.001,,,,,,,,,,,
